MaterialNumber,Sales,CoGS
570427 008086142679,3549.74,2886.28
570427 008086164679,3654.81,2927.18
570427 008086172679,3589.72,2849.85
569251 008087825679,151788.65,40206.55
570361 008100519781,858688.23,151892.22
570361 008100527781,352431.07,69854.62
570361 008143014781,506018.29,82950.5
570361 008143022781,208687.97,30417.54
570361 008149174679,344792.48,243044.04
NA 008169869781,NA,NA
570361 008185335679,33092.52,16178.91
NA 008187821679,817.28,1131.02
569279 008273604679,NA,NA
570366 008288690679,740725.78,267302.91
570366 008288715679,453048.1,100385.92
570366 008288733679,134427.35,34552.26
570366 008288741679,68695.07,15385.24
570366 008288745679,228160.13,111845.94
570366 008288763679,145549.45,59254.05
569251 008320600781,999712.01,173692.93
569251 008326724781,11999.4,4217.89
569251 008326732781,28286.62,9877.97
569251 008326740781,16699.24,5408.29
569251 008326754781,28203.52,9936.45
569251 008326762781,31632.25,10393.17
570432 008359638679,15896.61,7390.36
570432 008359652679,24663.12,14301.95
570432 008359660679,76419.5,44990.88
570432 008359668679,35217.82,15056.75
570432 008365343679,12864.3,5935.58
570432 008365358679,6071.46,3079.31
NA 008371391781,NA,NA
570427 008380289679,51805.46,37308.26
570427 008380324679,6447.79,3152.59
570427 008380332679,5768.54,5441.31
570427 008380340679,5337.26,4679.15
570427 008380347679,5172.18,4655.22
570427 008380374679,5175.13,4639.75
570427 008393944679,30356.1,11743.72
570427 008393974679,83853.5,15380.99
569251 008425133781,2361396.13,549086.45
NA 008431596679,23299.22,2564.54
NA 008449489679,NA,NA
569251 008487553679,396304.72,111457.93
NA 008487561679,367693.09,60598.85
NA 008487569679,210447.67,11640.82
569251 008487577679,14366.58,8470.1
569251 008487604679,177770.25,58918.45
NA 008487612679,31451.53,15239.63
569251 008498873679,16271.31,1931.23
NA 008726450679,64589.98,35589.61
NA 008726466679,119314.65,49919.67
NA 008726501679,183418.82,83349.46
NA 008745929781,NA,NA
NA 008756532781,1096627.61,990436.4
570361 008781195679,6477.01,2621.5
569601 008849854868,35329.63,10544.94
569601 008849870868,3657.86,4952.38
569601 008849878868,35643.57,9645.45
569601 008849895868,39356.58,8753.08
569601 008849913868,258.52,390.92
NA 008883677679,1293.88,891.89
NA 008883704679,NA,NA
NA 008906072781,13411.7,1125.2
NA 008914142781,NA,NA
NA 008914180781,NA,NA
NA 008914196781,NA,NA
NA 008914223781,NA,NA
NA 008920972781,1118130.77,109983.31
NA 008920996781,22742.69,2190.44
NA 008921031781,14728.86,4436.08
NA 008972089781,39200.83,6423.4
NA 009078108679,NA,NA
NA 009078125679,NA,NA
NA 009078143679,NA,NA
NA 009078155679,NA,NA
NA 009078173679,NA,NA
NA 009078181679,NA,NA
NA 009078197679,NA,NA
NA 009078224679,NA,NA
NA 009078232679,NA,NA
NA 009087035781,NA,NA
NA 009087048781,NA,NA
NA 009087056781,NA,NA
NA 009111676781,NA,NA
NA 0010002423781,NA,NA
569279 0010002431781,4530.92,1643.81
569279 0010002439781,372054.44,154634.74
569279 0010002461781,417213.07,213455.84
NA 0010005146781,45181.35,12485.69
569279 0010005232781,142867.45,62434.87
NA 0010005519781,35878.06,33673.12
569279 0010005851781,2003227.71,781210.15
569279 0010005902781,199355.61,373985.95
NA 0010006623781,37114.02,31606.48
NA 0010006631781,NA,NA
569279 0010006963781,90596.89,47639.04
569279 0010006971781,1745152.7,1019511.21
569279 0010006979781,942351.86,465151.65
569279 0010006987781,836517.24,372547.01
569279 0010007014781,1848959.27,546808.48
NA 0010007192779,NA,NA
569278 0010007192781,1238291.77,645325.42
569279 0010007530781,375088.04,195057.59
569279 0010007870781,4594.37,841.71
NA 0010007878781,33785.63,17321.72
NA 0010007886781,2507.83,2255.45
NA 0010023760781,125.58,106.84
569279 0010036773781,15739.32,5813.2
569279 0010036959781,169400.75,69659.5
569279 0010042929781,570827.04,232069.45
569279 0010044284781,242035.69,207213.84
NA 0010059522781,35280.68,595.55
NA 0010070710779,NA,NA
569279 0010070710781,271996.53,57448.18
NA 0010075819781,21242.8,18422.64
570241 0010104238679,19820.58,6302.7
570241 0010104252679,87230.65,11525.63
570241 0010104450679,20669.91,9372.79
570241 0010104466679,3753.95,2533.95
570241 0010104892679,74281.07,38305.19
570241 0010105159679,5847.24,7558.67
570241 0010105202679,15708.8,6769.84
570241 0010105291679,51738.16,15295.14
570241 0010105586679,101088.28,68452.72
570241 0010105923679,61458.43,33375.11
570241 0010105931679,213916.46,106182.41
570241 0010106504679,592265.12,117950.83
570241 0010106876679,5044.61,5977.4
570241 0010107318679,36804.05,20311.73
570241 0010107326679,62269.65,12085.88
570241 0010107376679,21228.99,9569.04
570241 0010107891679,3171.63,1729.58
NA 0010107899679,NA,NA
570241 0010107934679,6476.23,5424.77
570241 0010108744679,26046.24,4855.54
570241 0010109146679,17397.48,1556.79
NA 0010109430679,10558.55,6765.14
570241 0010109754679,52305.19,6626.79
570241 0010110080679,62874.29,8867.79
570241 0010110169679,110728.81,16545.76
570241 0010110266679,93335.48,39096.18
570241 0010110359679,33955.68,24111.87
570241 0010110402679,41801.1,13785.26
570241 0010110435679,NA,NA
570241 0010110483679,25108.7,6529.31
570241 0010110491679,140745.75,11414.59
570241 0010110572679,43246.76,20891.53
570241 0010110639679,42090.94,4059.25
570241 0010110971679,104851.93,29362.42
570241 0010111022679,3726.41,4016.18
570241 0010111157679,58238.07,17813.95
570241 0010111332679,14419.11,19612.22
570241 0010111390679,10605.06,3790.09
570241 0010111463679,39502.25,17549.83
570241 0010111479679,15976.75,6085.03
570241 0010111487679,20304.94,4542.78
570241 0010111514679,77598.02,11462.01
570241 0010111568679,10025.59,8419.51
NA 0010111684679,13912.6,3986.96
570241 0010111840679,49742.36,16605.27
570241 0010111854679,33166.88,15118.46
570241 0010111862679,23263.86,7729.37
570241 0010111870679,73831.65,30910.22
570241 0010111886679,97304.85,41662.38
NA 0010111895679,102649.97,48778.62
NA 0010112223679,9125.05,6539.47
570241 0010112231679,14915.96,7078.16
570241 0010112779679,45335.31,20665.73
569279 0010123192781,17061.02,55039.14
569279 0010123560781,1333.26,224.89
NA 0010123886781,21031.1,18843.85
569278 0010123951781,318247.46,181797.35
NA 0010124850781,4463.1,3339.63
NA 0010125130781,NA,NA
NA 0010128129781,59462.2,27805.54
570241 0010129405679,36953.78,18452.39
570241 0010129575679,15193.62,12047.89
570241 0010129593679,NA,NA
570241 0010129601679,5965.57,15077.95
570241 0010129741679,20129.67,5932.61
570241 0010129868679,10088.35,2388.58
570241 0010129876679,12588.14,2582.01
570241 0010129903679,14218.05,11754.15
570241 0010129911679,51673.2,13360.64
570241 0010129992679,21184.27,2272.38
570241 0010130000679,23571.7,7120.68
570241 0010130016679,20270.92,5603.09
570241 0010130043679,192052.69,66528.86
570241 0010130097679,13706.57,9926.21
570241 0010130124679,7601.11,7832.3
570241 0010130170679,22088.15,9129.73
570241 0010130178679,23999.46,14574.54
570241 0010130186679,49981.44,18531.92
570241 0010130221679,21402.75,17721.96
570241 0010130229679,20692.15,13856.56
570241 0010130259679,10962.88,7045.93
570241 0010130310679,37880.57,6184.02
570241 0010130318679,36667.24,6810.17
570241 0010130326679,9795.05,4097.13
570241 0010130335679,11762.85,2493.64
570241 0010130368679,33894.3,6752.86
570241 0010130376679,21721.34,4858.94
570241 0010130385679,27250.78,1403.69
570241 0010130403679,71302.87,2136.99
570241 0010130484679,17528,3609.64
570241 0010130500679,12494.01,3129.65
570241 0010130508679,10790.41,3029.67
NA 0010130516781,8508.85,4175.83
NA 0010130525781,33414.14,20195.52
569279 0010131391781,184306.1,78871.33
569279 0010131407781,187483.15,109861.85
569279 0010139266781,150954,56371.43
NA 0010141386713,87635.22,45025.86
NA 0010141395713,19478.97,15472
NA 0010141413713,69355.97,24273.71
NA 0010141421713,473210.59,250523.65
NA 0010141429713,108753.35,60392.08
NA 0010141437713,71048.32,34113
NA 0010141451713,188319.83,85240.45
569279 0010148292781,71169.91,7460.09
NA 0010150606713,190918.42,96122.68
NA 0010150615713,66056.28,53569.75
570241 0010150679679,83207.63,85442.32
NA 0010152743781,1813.59,759.54
NA 0010153035781,313665.84,137638.03
NA 0010153099781,25297.41,2630.18
NA 0010153172781,39237.25,4584.33
NA 0010153188781,NA,NA
569279 0010153277781,75518.3,45585.71
569279 0010153304781,31783.03,8110.68
NA 0010153354781,13757.79,3677.92
570361 0010153672781,476142.28,164405.87
569279 0010153696781,3963.09,4434.37
NA 0010154138781,15426.45,3059.64
NA 0010154219781,NA,NA
NA 0010154676781,27952.64,27273.74
NA 0010154711781,42515.17,13977.37
569279 0010155305781,60243.12,17990.13
569279 0010155424781,380524.78,87606.88
569279 0010155610781,205437.95,95484.58
569251 0010155665781,128124.61,53274.06
NA 0010155683781,2134.19,2741.57
569251 0010155691781,48714.98,5866.99
NA 0010155699781,13395.9,15558.84
NA 0010155772781,762.18,505.1
NA 0010155788781,5247.06,2349.83
NA 0010155861781,367.9,126.58
NA 0010155950781,22169.85,29376.25
569279 0010156377781,328675.78,49356.35
569251 0010156450781,127246.82,43796.72
NA 0010156679781,41498.68,16785.73
569278 0010156714781,59860.81,5333.79
569279 0010156738781,56588.52,7086.48
570361 0010156989781,1257641.75,432494.9
570361 0010157283781,1266.72,439.26
NA 0010157702781,10495.23,1508.91
569279 0010158314781,453198.63,242555.28
569279 0010159081781,21382.03,6913.17
NA 0010163939781,13342.26,2933.64
569279 0010163969781,937930.9,513172.59
570241 0010168220679,27886.38,13426.75
NA 0010168258781,180635.45,95627.34
570241 0010168266679,136609.27,39100.35
570241 0010168293679,91984.96,46303.1
NA 0010173011781,5043.62,2138.24
569279 0010173019781,72317.31,34235.75
NA 0010173262781,135989.34,217610.41
570241 0010174177679,53753.81,6818.99
569279 0010175289781,110520.06,77232.45
570241 0010176990679,2876.23,829.7
NA 0010178626713,26988.44,58394.38
NA 0010178635713,196204.08,108973.85
NA 0010178648713,774321.11,110912.37
NA 0010189128781,NA,NA
NA 0010192799781,4197.47,2459.46
569279 0010192807781,481872.02,356042.57
570241 0010200079679,22976.46,4205.39
570241 0010200122679,66489.9,16486.14
569279 0010200130781,7169.08,2482.69
569279 0010201950781,453464.91,36074.67
NA 0010202511781,2247.39,1073.44
570241 0010202655679,NA,NA
569279 0010202732781,36966.42,49822.53
NA 0010203639781,55756.94,18351.31
569278 0010206045781,63479.98,14031.1
569279 0010206571781,35281.05,12628.14
569279 0010206652781,391993.23,121194.84
NA 0010209194679,10929.85,2572.29
NA 0010210093713,121668.66,72213.27
NA 0010222911679,NA,NA
NA 0010222957679,NA,NA
NA 0010222992679,14372.88,7134.96
570241 0010225910679,24491.36,7940.8
NA 0010225926679,19785.86,25850.86
NA 0010225983781,2298.66,440.89
569279 0010235873781,1023070.18,364066.87
569279 0010235881781,944501.1,277748.71
569279 0010238078781,49275.33,4547.07
570241 0010238595679,10919.92,8352.68
570241 0010238621679,36176.32,7571.32
570241 0010238969679,29267.21,5744.87
569279 0010238977781,92833.56,39883.91
NA 0010241620679,NA,NA
NA 0010241845781,159204.32,98873.01
570241 0010242699679,119344.02,2907.01
NA 0010247023679,10134.29,3892.63
570241 0010255631679,3823.24,1182.35
NA 0010255639781,953.77,127.67
569279 0010257099781,162949.68,100087.56
NA 0010263429781,11838.77,14622.68
569279 0010264954781,187370.82,45004.02
569279 0010268745781,50178.59,40502.78
569279 0010269500781,41425.17,75185.85
570241 0010271956679,178975.69,48499.95
NA 0010271965781,NA,NA
570241 0010271983679,135034.56,44459.1
NA 0010273202781,55812.48,23307.36
570241 0010283224679,13131.9,4234.13
570241 0010298237679,24148.1,29605.72
570241 0010351112679,NA,NA
NA 0010351128679,NA,NA
569279 0010356411781,173153.33,75893.53
570241 0010356419679,40232.73,14789.68
NA 0010380790679,6088.76,1531.89
570241 0010380806679,5906.93,1632.36
570361 0010380841781,92245.06,21270.08
NA 0010382730679,NA,NA
NA 0010406562679,NA,NA
NA 0010412022713,46662.78,29916.86
NA 0010412896781,NA,NA
NA 0010413814781,4874.51,1221.41
NA 0010413868679,NA,NA
569279 0010415496781,2606126.41,864749.47
NA 0010416778713,32553.71,53164.87
NA 0010420063781,22330.37,15938.45
569279 0010420071781,7593.18,11418.75
569279 0010424840781,111444.02,22728.61
NA 0010430512713,18405.63,13727.74
NA 0010430536713,65706.63,72797.91
NA 0010447708781,46238.81,41832.71
NA 0010478825679,NA,NA
NA 0010478843679,21006.74,40173.12
NA 0010479323781,NA,NA
570241 0010483565679,16073.94,6135.77
570241 0010483583679,15205.27,15305.82
570241 0010522324679,11035.43,3450.04
570241 0010522332679,9000.07,1793.07
NA 0010528479781,4961.57,2692.32
570241 0010530897679,10589.01,9803.57
570361 0010530940781,117562.19,27888.49
NA 0010542282781,465836.47,223146.62
NA 0010545291713,34470.71,32531.13
569278 0010558947781,773765.46,368352.19
570241 0010569949679,NA,NA
NA 0010569984679,NA,NA
NA 0010569992679,NA,NA
NA 0010570008679,NA,NA
NA 0010570016679,NA,NA
570241 0010570097679,68931,16814.36
569278 0010572424781,183620.38,44853.85
569279 0010572869781,396778.82,242913.11
NA 0010584859781,7275.5,2037.28
NA 0010604706679,32289.38,18927.6
570241 0010604715679,15632.98,19967.32
570241 0010604745679,34636.23,20910.64
NA 0010604787679,1987.68,9819.39
NA 0010608465679,NA,NA
NA 0010608534679,NA,NA
NA 0010623970679,NA,NA
NA 0010623978679,NA,NA
570241 0010623995679,19566.96,2130.49
NA 0010624037679,74125.87,11133.09
570241 0010624051679,314766.74,31469.97
570241 0010624059679,391551.53,46741
570241 0010624067679,15732.69,1417.53
569279 0010625925781,85710.62,9682.02
NA 0010635658781,211474.09,23910.81
570241 0010635887679,5028.69,622.64
570241 0010636770679,21097.23,3166.73
569279 0010636867781,183196.53,258577.78
NA 0010645035679,NA,NA
NA 0010645048679,NA,NA
570241 0010645056679,1768,4935.52
NA 0010645065679,5495.09,1112.64
570241 0010652474679,86856.89,9473.77
570241 0010652482679,NA,NA
570241 0010654090679,17195.62,2780.53
570241 0010654547679,162075.3,74023.41
NA 0010658612679,NA,NA
NA 0010658620679,NA,NA
NA 0010658636679,NA,NA
NA 0010658650679,NA,NA
NA 0010658658679,NA,NA
NA 0010658666679,NA,NA
570241 0010658693679,11382,3657.92
570241 0010664391679,16885.58,6582.29
570241 0010665918679,125025.46,60368.98
NA 0010669490679,NA,NA
570241 0010669498679,NA,NA
NA 0010669881781,NA,NA
NA 0010670958713,39578.1,74696.27
NA 0010672137679,NA,NA
570241 0010672151679,NA,NA
NA 0010672402713,76028.49,42755.77
570241 0010676602679,7703.14,2803.58
570241 0010676610679,26667.04,4215.94
570241 0010676618679,22417.92,2521.47
569251 0010678167781,138874.61,14735.91
NA 0010678842781,NA,NA
569279 0010682011781,196216.64,135195.29
NA 0010690886679,NA,NA
569279 0010694011781,6528.85,229.42
NA 0010696289679,NA,NA
NA 0010696297679,NA,NA
570241 0010706074679,10466.89,1625.96
NA 0010706082679,NA,NA
570241 0010706098679,NA,NA
NA 0010706115679,NA,NA
NA 0010706133679,NA,NA
570241 0010711321679,87355.93,36283.7
570241 0010711329679,81418.85,9880.5
NA 0010711902679,6503.39,5224.21
NA 0010712096679,NA,NA
570241 0010713799679,88277.77,6946.73
570241 0010715368679,32500.49,6683.37
569251 0010718204781,1220143.91,13819.86
NA 0010718596713,113134.07,47815.76
NA 0010718605713,254922.01,113643.8
570241 0010718704679,42927.28,8102.52
569278 0010719951781,2711.63,1608.92
570241 0010727160679,10452.14,1668.27
NA 0010728199713,259874.56,291310.28
NA 0010730783679,NA,NA
NA 0010731469679,NA,NA
NA 0010731477679,NA,NA
569278 0010736595781,6397.72,908.69
569279 0010736629781,1266360.26,273340.57
570241 0010737423679,55070.73,16257.6
570241 0010737431679,122005.07,30524.58
570241 0010737439679,102455,24621.8
570241 0010737453679,29554.85,9095.62
NA 0010737706781,NA,NA
570241 0010738964679,15986.83,7147.47
NA 0010739333679,153930.3,42588.84
570241 0010739391679,8094.53,6557.44
NA 0010739472679,18508.03,11450.46
570241 0010739577679,6858.61,2656.63
570241 0010739620679,21469.59,8412.75
569278 0010740673781,1674421.89,1029762.4
NA 0010745298679,NA,NA
NA 0010745315679,NA,NA
570241 0010745333679,13018.32,5950.7
569279 0010745464781,63300.23,27818.39
NA 0010747882781,NA,NA
570241 0010748076679,42089.09,4122.5
NA 0010748085679,24970.42,2175.71
570241 0010748127679,11873.2,13238.15
570241 0010755696679,NA,NA
NA 0010758090781,6653.38,1165.79
NA 0010758098781,2355.62,837.61
569278 0010763323781,53707.64,18103.78
NA 0010763339679,3914.21,854.6
NA 0010770123781,229718.51,17793.99
NA 0010770542781,NA,NA
569278 0010776456781,3868.43,2110.57
570241 0010777611679,NA,NA
570241 0010778180679,129927.53,33466.28
NA 0010779122679,NA,NA
569278 0010779843781,19691.26,2575.61
NA 0010781997679,NA,NA
NA 0010782024679,NA,NA
570241 0010785986679,65287.59,27144.54
570241 0010788702679,47376.77,19881.81
NA 0010790251781,28317.48,8419.63
570241 0010792049679,6797.16,6165.68
570241 0010793501679,34576.59,32328.26
NA 0010801320679,NA,NA
NA 0010801328679,NA,NA
NA 0010801336679,NA,NA
570241 0010801354679,127322.41,15978.12
570241 0010801395679,92890.12,45894.05
570241 0010801413679,109080.16,10978.1
NA 0010802403679,31406.5,13317.4
569251 0010805153781,127132.92,59918.15
NA 0010808784781,390.27,177.66
NA 0010810687781,NA,NA
570241 0010812463679,72440.22,9740.34
NA 0010812471679,24397.67,3423.44
570241 0010812619679,49496.61,9875.8
569279 0010813026781,78609.93,21467.46
570241 0010815191679,48978.01,17311.6
NA 0010816590679,NA,NA
NA 0010816598679,NA,NA
570241 0010816615679,8970.5,2941.97
570241 0010816752679,112687.43,23899.63
569251 0010817384781,68647.99,1725.3
569278 0010817807781,348517.48,253928.26
570241 0010824050679,10231.02,9049.01
570241 0010824575679,7687.64,10666.3
570241 0010824593679,17371.89,16120.22
NA 0010830099679,NA,NA
569279 0010830820781,361353.08,133248.43
569279 0010833965781,360786.64,35912.13
570241 0010837587679,21493.21,4545.95
NA 0010837614679,12679.51,2108.63
NA 0010837622679,NA,NA
NA 0010837652679,NA,NA
NA 0010837660679,NA,NA
570241 0010837668679,NA,NA
570241 0010839361679,24836.08,10341.3
570241 0010839404679,34054.75,1872.84
570241 0010840384679,50667.5,13618.11
570241 0010840637679,3108.47,1911
570241 0010845900679,269663.86,52081.45
NA 0010864840679,NA,NA
570241 0010876822679,452991.78,98150.51
NA 0010876860679,2963.1,1163.09
570241 0010876868679,3097.69,617.52
570241 0010877751679,104773.05,52689.35
569279 0010882423781,4914287.01,1460004.58
